#separator:tab
#html:true
#notetype:Basic
#columns:Front	Back	Tags
다음 2차 방정식의 해를 구하시오.<br>\( -x^2 - 2x - 1 = 0 \)	\( x = -1 \) (중근)<br>\( -(x+1)^2 = 0 \Rightarrow (x+1)^2 = 0 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 완전제곱
다음을 인수분해하시오.<br>\( x^2 + 4x + 4 = 0 \)	\( (x+2)^2 = 0 \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 인수분해
다음을 인수분해하시오.<br>\( x^2 + 4x + 3 = 0 \)	\( (x+3)(x+1) = 0 \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 인수분해
다음을 인수분해하시오.<br>\( x^2 - 4x + 3 = 0 \)	\( (x-1)(x-3) = 0 \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 인수분해
다음을 인수분해하시오.<br>\( x^2 + 4x - 5 = 0 \)	\( (x+5)(x-1) = 0 \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 인수분해
다음을 인수분해하시오.<br>\( x^2 - 9 = 0 \)	\( (x+3)(x-3) = 0 \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 인수분해
다음을 인수분해하시오.<br>\( x^2 - 4x + 5 = 0 \)	정수로 인수분해 안 됨. 근의 공식: \( x = \dfrac{4 \pm \sqrt{16-20}}{2} = 2 \pm i \).<br>따라서 \( (x-(2+i))(x-(2-i)) = 0 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 인수분해
다음을 인수분해하시오.<br>\( 2x^2 + 8x + 6 = 0 \)	\( 2(x+1)(x+3) = 0 \)<br>\( 2(x^2+4x+3) = 2(x+1)(x+3) \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 인수분해
다음을 완전제곱으로 바꾸시오 (식).<br>\( 2x^2 + 4x - 1 \)	\( 2(x+1)^2 - 3 \)<br>\( 2(x^2+2x+1) - 2 - 1 = 2(x+1)^2 - 3 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 완전제곱
다음 행렬의 행렬식을 구하시오.<br>\( \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \)	\( -2 \)<br>\( ad-bc = 1\cdot4 - 2\cdot3 = 4-6 = -2 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬식
다음 행렬의 행렬식을 구하시오.<br>\( \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix} \)	\( 3 \)<br>\( 4 - 1 = 3 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬식
다음 행렬을 대응되는 선형 함수로 바꾸시오.<br>\( \begin{pmatrix} 1 & 2 \\ 2 & 1 \end{pmatrix} \)	\( (x,y) \mapsto (x+2y,\ 2x+y) \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 선형 함수를 행렬로 바꾸시오.<br>\( (x,y) \mapsto (x+3y,\ 2x-y) \)	\( \begin{pmatrix} 1 & 3 \\ 2 & -1 \end{pmatrix} \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬을 대응되는 선형 함수로 바꾸시오.<br>\( \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \)	\( (x,y) \mapsto (x+2y,\ 3x+4y) \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬을 대응되는 선형 함수로 바꾸시오.<br>\( \begin{pmatrix} 3 & 2 \\ 1 & 1 \end{pmatrix} \)	\( (x,y) \mapsto (3x+2y,\ x+y) \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 선형 함수의 행렬식을 구하시오.<br>\( (x,y) \mapsto (x+y,\ x+y) \)	\( 0 \)<br>행렬 \( \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix} \), \( 1-1 = 0 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬식
다음 선형 함수의 행렬식을 구하시오.<br>\( (x,y) \mapsto (x+2y,\ 3x+4y) \)	\( -2 \)<br>행렬 \( \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix} \), \( 4-6 = -2 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬식
다음 선형 함수의 행렬식을 구하시오.<br>\( (x,y) \mapsto (y,\ x) \)	\( -1 \)<br>행렬 \( \begin{pmatrix} 0 & 1 \\ 1 & 0 \end{pmatrix} \), \( 0-1 = -1 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬식
다음 선형 함수의 행렬식을 구하시오.<br>\( (x,y) \mapsto (x-y,\ x+y) \)	\( 2 \)<br>행렬 \( \begin{pmatrix} 1 & -1 \\ 1 & 1 \end{pmatrix} \), \( 1-(-1) = 2 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬식
다음 행렬의 고유치 두 개를 구하시오.<br>\( \begin{pmatrix} 1 & 0 \\ 2 & 3 \end{pmatrix} \)	\( t = 1,\ 3 \)<br>\( (1-t)(3-t) = 0 \) (오른쪽 위가 0이라 \(bc\)항 사라짐).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유치
다음 행렬의 고유치를 구하시오.<br>\( \begin{pmatrix} 1 & 0 \\ 3 & 2 \end{pmatrix} \)	\( t = 1,\ 2 \)<br>\( (1-t)(2-t) = 0 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유치
다음 행렬의 고유치를 구하시오.<br>\( \begin{pmatrix} 0 & 1 \\ 1 & 0 \end{pmatrix} \)	\( t = \pm 1 \)<br>\( (-t)(-t) - 1 = t^2 - 1 = 0 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유치
다음 행렬의 고유치를 구하시오.<br>\( \begin{pmatrix} 0 & 2 \\ 1 & 0 \end{pmatrix} \)	\( t = \pm\sqrt{2} \)<br>\( t^2 - 2 = 0 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유치
다음 행렬의 고유치를 구하시오.<br>\( \begin{pmatrix} 0 & 2 \\ 2 & 0 \end{pmatrix} \)	\( t = \pm 2 \)<br>\( t^2 - 4 = 0 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유치
다음 행렬의 고유치를 구하시오.<br>\( \begin{pmatrix} 0 & 2 \\ -2 & 0 \end{pmatrix} \)	\( t = \pm 2i \)<br>\( (-t)(-t) - (2)(-2) = t^2 + 4 = 0 \Rightarrow t^2 = -4 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유치
다음 행렬의 행렬식을 구하시오.<br>\( \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix} \)	\( 6 \)<br>\( 2\cdot3 - 0 = 6 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬식
다음 행렬의 고유치를 구하시오.<br>\( \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix} \)	\( t = 2,\ 3 \)<br>대각 행렬이라 대각 성분이 곧 고유치.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유치
다음 선형 함수의 고유치를 구하시오.<br>\( (x,y) \mapsto (x,\ y) \)	\( t = 1 \) (중근)<br>항등 행렬 \( \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix} \), \( (1-t)^2 = 0 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유치
다음 선형 함수의 고유치를 구하시오.<br>\( (x,y) \mapsto (y,\ x) \)	\( t = \pm 1 \)<br>행렬 \( \begin{pmatrix} 0 & 1 \\ 1 & 0 \end{pmatrix} \), \( t^2 - 1 = 0 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유치
다음 선형 함수의 고유치를 구하시오.<br>\( (x,y) \mapsto (2y,\ 2x) \)	\( t = \pm 2 \)<br>행렬 \( \begin{pmatrix} 0 & 2 \\ 2 & 0 \end{pmatrix} \), \( t^2 - 4 = 0 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유치
다음 선형 함수의 고유치를 구하시오.<br>\( (x,y) \mapsto (3y,\ 3x) \)	\( t = \pm 3 \)<br>행렬 \( \begin{pmatrix} 0 & 3 \\ 3 & 0 \end{pmatrix} \), \( t^2 - 9 = 0 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유치
고유치에서 고유 벡터를 구할 때, 왜 \( \det(A-\lambda I)=0 \)(역행렬 없음)이라는 조건이 들어가는지 설명하시오.	고유 벡터는 영벡터가 아닌 \( x \)로 \( Ax=\lambda x \)를 만족.<br>\( (A-\lambda I)x = 0 \)인데 \( x\neq 0 \). 만약 \( A-\lambda I \)에 역행렬이 있으면 \( x=0 \)이 되어 모순.<br>그래서 \( \det(A-\lambda I)=0 \). (고유치 \(\lambda\)는 0이어도 됨.)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유벡터
다음 행렬·벡터 곱을 계산하시오.<br>\( \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix}\begin{pmatrix} x \\ y \end{pmatrix} \)	\( \begin{pmatrix} x+y \\ x+y \end{pmatrix} \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬·벡터 곱을 계산하시오.<br>\( \begin{pmatrix} 2 & 3 \\ 1 & 2 \end{pmatrix}\begin{pmatrix} x \\ y \end{pmatrix} \)	\( \begin{pmatrix} 2x+3y \\ x+2y \end{pmatrix} \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬·벡터 곱을 계산하시오.<br>\( \begin{pmatrix} 3 & 2 \\ 1 & 1 \end{pmatrix}\begin{pmatrix} x \\ y \end{pmatrix} \)	\( \begin{pmatrix} 3x+2y \\ x+y \end{pmatrix} \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬·벡터 곱을 계산하시오.<br>\( \begin{pmatrix} 4 & 1 \\ 1 & 4 \end{pmatrix}\begin{pmatrix} x \\ y \end{pmatrix} \)	\( \begin{pmatrix} 4x+y \\ x+4y \end{pmatrix} \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬·벡터 곱을 일반식으로 쓰시오.<br>\( \begin{pmatrix} a & b \\ c & d \end{pmatrix}\begin{pmatrix} x \\ y \end{pmatrix} \)	\( \begin{pmatrix} ax+by \\ cx+dy \end{pmatrix} \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬의 고유 벡터를 하나만 찾으시오.<br>항등 행렬 \( \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix} \)	예: \( \begin{pmatrix} 1 \\ 0 \end{pmatrix} \) (또는 임의의 0 아닌 벡터)<br>고유치 \(1\)(중근)이라 모든 0 아닌 벡터가 고유 벡터.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유벡터
다음 행렬의 고유 벡터를 하나만 찾으시오.<br>\( \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix} \)	예: \( \begin{pmatrix} 0 \\ 1 \end{pmatrix} \) (고유치 2) 또는 \( \begin{pmatrix} 1 \\ 0 \end{pmatrix} \) (고유치 1)<br>고유치 1,2; 각 \( (A-tI)x=0 \) 풀이.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유벡터
다음 행렬의 제곱 \( A^2 \)을 구하시오.<br>\( A = \begin{pmatrix} 1 & 1 \\ 2 & 2 \end{pmatrix} \)	\( \begin{pmatrix} 3 & 3 \\ 6 & 6 \end{pmatrix} \)<br>좌상 \( 1+2=3 \), 우상 \( 1+2=3 \), 좌하 \( 2+4=6 \), 우하 \( 2+4=6 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬의 제곱 \( A^2 \)을 구하시오.<br>\( A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix} \)	\( \begin{pmatrix} 5 & 4 \\ 4 & 5 \end{pmatrix} \)<br>좌상 \( a^2+bc=4+1=5 \), 우상 \( b(a+d)=1\cdot4=4 \), 좌하 \( c(a+d)=4 \), 우하 \( d^2+bc=5 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬의 제곱 \( A^2 \)을 구하시오.<br>\( A = \begin{pmatrix} 1 & 2 \\ 2 & 1 \end{pmatrix} \)	\( \begin{pmatrix} 5 & 4 \\ 4 & 5 \end{pmatrix} \)<br>좌상 \( 1+4=5 \), 우상 \( 2(1+1)=4 \), 좌하 \( 2(1+1)=4 \), 우하 \( 1+4=5 \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬의 세제곱 \( A^3 \)을 구하시오.<br>\( A = \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix} \)	\( \begin{pmatrix} 2^3 & 0 \\ 0 & 3^3 \end{pmatrix} = \begin{pmatrix} 8 & 0 \\ 0 & 27 \end{pmatrix} \)<br>대각 행렬은 성분별 거듭제곱.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬의 2025제곱을 구하시오.<br>\( \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix} \)	\( \begin{pmatrix} 2^{2025} & 0 \\ 0 & 3^{2025} \end{pmatrix} \)<br>대각 행렬은 성분별 거듭제곱.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
\( \begin{pmatrix} 1 & 0 \\ 1 & 1 \end{pmatrix}^3 \) (즉 \( A^3 \), 좌하 1형) 을 구하시오.	\( \begin{pmatrix} 1 & 0 \\ 3 & 1 \end{pmatrix} \)<br>좌하 성분만 거듭제곱 수만큼 증가: \( \begin{pmatrix} 1 & 0 \\ n & 1 \end{pmatrix} \).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음을 0.1~1초 안에 답하시오.<br>\( 2^7 \)	\( 128 \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음을 0.1~1초 안에 답하시오.<br>\( 2^{11} \)	\( 2048 \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
\( \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix}^3 \) 을 구하시오.	\( \begin{pmatrix} 1 & 3 \\ 0 & 1 \end{pmatrix} \)<br>일반식 \( \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix}^n = \begin{pmatrix} 1 & n \\ 0 & 1 \end{pmatrix} \) (우상만 \(n\)).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
\( \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix}^4 \) 을 구하시오.	\( \begin{pmatrix} 1 & 4 \\ 0 & 1 \end{pmatrix} \)<br>우상 성분만 거듭제곱 수만큼.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
\( \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix}^5 \) 을 구하시오.	\( \begin{pmatrix} 1 & 5 \\ 0 & 1 \end{pmatrix} \)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 행렬곱
다음 행렬의 고유 벡터를 하나만 찾으시오.<br>\( \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix} \)	예: \( \begin{pmatrix} 1 \\ 0 \end{pmatrix} \) (고유치 2)<br>다른 하나는 \( \begin{pmatrix} 0 \\ 1 \end{pmatrix} \) (고유치 3). 스칼라배도 모두 답.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유벡터
\( \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix} \) 의 고유 벡터 중 \( \begin{pmatrix} 1 \\ 0 \end{pmatrix} \)가 아닌 것을 하나 찾으시오.	예: \( \begin{pmatrix} 0 \\ 1 \end{pmatrix} \) (고유치 3), 또는 \( \begin{pmatrix} 2 \\ 0 \end{pmatrix} \) 같은 스칼라배.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유벡터
다음 행렬의 고유 벡터를 하나만 찾으시오.<br>\( \begin{pmatrix} 3 & 0 \\ 0 & 2 \end{pmatrix} \)	예: \( \begin{pmatrix} 1 \\ 0 \end{pmatrix} \) (고유치 3)<br>다른 하나는 \( \begin{pmatrix} 0 \\ 1 \end{pmatrix} \) (고유치 2).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유벡터
\( \begin{pmatrix} 3 & 0 \\ 0 & 2 \end{pmatrix} \) 의 고유 벡터 중 \( \begin{pmatrix} 1 \\ 0 \end{pmatrix} \), \( \begin{pmatrix} 0 \\ 1 \end{pmatrix} \)이 아닌 것을 하나 찾으시오.	예: \( \begin{pmatrix} 2 \\ 0 \end{pmatrix} \) 또는 \( \begin{pmatrix} 0 \\ 3 \end{pmatrix} \) (스칼라배는 모두 고유 벡터). 단 영벡터는 제외.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유벡터
다음 행렬의 고유 벡터를 하나 찾으시오.<br>\( \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix} \)	\( \begin{pmatrix} 1 \\ 1 \end{pmatrix} \) (고유치 2)<br>다른 하나는 \( \begin{pmatrix} 1 \\ -1 \end{pmatrix} \) (고유치 0). 영벡터 \( \begin{pmatrix} 0 \\ 0 \end{pmatrix} \)은 고유 벡터가 아님.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유벡터
\( \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix} \) 의 고유 벡터 중 \( \begin{pmatrix} 1 \\ 1 \end{pmatrix} \)이 아닌 것을 하나 찾으시오.	\( \begin{pmatrix} 1 \\ -1 \end{pmatrix} \) (고유치 0). 스칼라배 \( \begin{pmatrix} 2 \\ -2 \end{pmatrix} \) 등도 답.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유벡터
\( \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix} \) 의 고유 벡터 중 \( \begin{pmatrix} 1 \\ 1 \end{pmatrix} \), \( \begin{pmatrix} 1 \\ -1 \end{pmatrix} \)이 아닌 것을 하나 찾으시오.	예: \( \begin{pmatrix} 2 \\ 2 \end{pmatrix} \) 또는 \( \begin{pmatrix} 2 \\ -2 \end{pmatrix} \) (스칼라배는 모두 답, 영벡터 제외).	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 계산 고유벡터
고유 벡터(eigenvector)의 정의를 진술하시오.	행렬 \( A \)에 대해, 어떤 상수 \( \lambda \)(고유치)에 대해 \( Ax = \lambda x \)를 만족하는 \( x \) 중 <b>영벡터가 아닌</b> 것.<br>※ 영벡터는 언제나 고유 벡터에서 배제한다. (고유치 \( \lambda \)는 \(0\)이어도 된다.)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 암기 정의
\(2\times2\) 행렬 \( \begin{pmatrix} a & b \\ c & d \end{pmatrix} \)의 행렬식(determinant)의 정의를 쓰시오.	\( \det = ad - bc \)<br>(두 열벡터가 만드는 평행사변형의 부호 있는 넓이로도 읽을 수 있다.)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 암기 정의
\(2\times2\) 행렬의 고유치(eigenvalue)를 구하는 방법(절차)을 설명하시오.	행렬 \( \begin{pmatrix} a & b \\ c & d \end{pmatrix} \)의 대각 성분에서 \( t \)를 빼 \( \begin{pmatrix} a-t & b \\ c & d-t \end{pmatrix} \)를 만든다.<br>여기에 \( ad-bc \)(행렬식)를 적용해 \( \det(A-tI)=0 \)인 \( t \)에 대한 2차 방정식(특성방정식)을 세운다.<br>그 두 근이 고유치이다.	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 암기 방법
고유 벡터를 구할 때 왜 \( \det(A-\lambda I)=0 \)(즉 \( A-\lambda I \)에 역행렬이 없음)이라는 조건이 들어가는지, 정의에서부터 논증하시오.	고유 벡터의 정의상 \( x \neq 0 \)이면서 \( Ax=\lambda x \), 즉 \( (A-\lambda I)x = 0 \)이다.<br>만약 \( A-\lambda I \)에 역행렬이 있으면 양변에 곱해 \( x=0 \)이 되어 정의(영벡터 배제)에 모순.<br>따라서 \( A-\lambda I \)는 역행렬을 가질 수 없고, \( \det(A-\lambda I)=0 \)이어야 한다. (이것이 유일한 이유이며, 뿌리는 "고유 벡터는 영벡터를 배제한다"는 정의. 고유치 \( \lambda \)는 \(0\)이어도 됨.)	MfPaNSS 04-season-17 06-Linalg-2-inverse-determinant ko-kr 암기 논증
